Date,Submitted,Verified,Primary_t,Realtime_t,Category
2022-04-26,2022-04-26T20:32:20Z,verified,4929,4929,All Remembrances
2022-04-26,2022-04-26T20:52:41Z,verified,8722,8722,All Remembrances
2022-04-28,2022-04-28T12:25:09Z,verified,4919,4919,All Remembrances
2022-04-29,2022-04-29T10:37:17Z,verified,5696,5696,All Remembrances
2022-04-29,2022-04-29T20:00:28Z,verified,4667,4667,All Remembrances
2022-04-30,2022-04-30T10:56:59Z,verified,8526,8526,All Remembrances
2022-04-30,2022-04-30T18:44:49Z,verified,7690,7690,All Remembrances
2022-05-04,2022-05-04T02:04:02Z,verified,4855,4855,All Remembrances
2022-05-04,2022-05-04T13:13:07Z,verified,8025,8025,All Remembrances
2022-05-04,2022-05-05T03:13:46Z,verified,8057,8057,All Remembrances
2022-05-05,2022-05-05T17:00:32Z,verified,4888,4888,All Remembrances
2022-05-05,2022-05-05T21:27:25Z,verified,7022,7022,All Remembrances
2022-05-07,2022-05-07T14:32:59Z,verified,4768,4768,All Remembrances
2022-05-08,2022-05-08T10:19:10Z,verified,8662,8662,All Remembrances
2022-05-09,2022-05-08T21:25:27Z,verified,8923,8923,All Remembrances
2022-05-09,2022-05-09T00:13:15Z,verified,7070,7070,All Remembrances
2022-05-09,2022-05-09T04:11:08Z,verified,10295,10295,All Remembrances
2022-05-10,2022-05-10T03:29:05Z,verified,6016,6016,All Remembrances
2022-05-10,2022-05-13T12:45:10Z,verified,9247,9247,All Remembrances
2022-05-11,2022-05-11T16:44:34Z,verified,4722,4722,All Remembrances
2022-05-12,2022-05-12T00:28:23Z,verified,4787,4787,All Remembrances
2022-05-12,2022-05-12T04:38:10Z,verified,6129,6129,All Remembrances
2022-05-14,2022-05-13T18:35:10Z,verified,7898,7898,All Remembrances
2022-05-14,2022-05-14T01:06:20Z,verified,4755,4755,All Remembrances
2022-05-14,2022-05-14T05:44:00Z,verified,5415,5415,All Remembrances
2022-05-16,2022-05-16T16:38:03Z,verified,4651,4651,All Remembrances
2022-05-17,2022-05-16T19:01:05Z,verified,7481,7481,All Remembrances
2022-05-17,2022-05-17T09:49:58Z,verified,8939,8939,All Remembrances
2022-05-17,2022-05-17T10:58:50Z,verified,5482,5482,All Remembrances
2022-05-17,2022-05-18T15:50:02Z,verified,4671,4671,All Remembrances
2022-05-20,2022-05-20T13:39:54Z,verified,4621,4621,All Remembrances
2022-05-22,2022-05-22T09:23:13Z,verified,6526,6526,All Remembrances
2022-05-23,2022-05-23T03:54:42Z,verified,5915,5915,All Remembrances
2022-05-23,2022-05-24T10:30:20Z,verified,9118,9118,All Remembrances
2022-05-24,2022-05-24T06:02:23Z,verified,7478,7478,All Remembrances
2022-05-25,2022-05-25T09:13:05Z,verified,5495,5495,All Remembrances
2022-05-27,2022-05-27T06:31:02Z,verified,5759,5759,All Remembrances
2022-05-27,2022-05-27T17:45:25Z,verified,4640,4640,All Remembrances
2022-05-28,2022-05-27T17:15:45Z,verified,5684,5684,All Remembrances
2022-05-28,2022-05-27T17:30:56Z,verified,7224,7224,All Remembrances
2022-05-28,2022-05-28T15:37:15Z,verified,7019,7019,All Remembrances
2022-05-30,2022-05-30T11:10:59Z,verified,4621,4621,All Remembrances
2022-06-01,2022-06-01T06:21:58Z,verified,5083,5083,All Remembrances
2022-06-01,2022-06-01T10:53:01Z,verified,4989,4989,All Remembrances
2022-06-03,2022-06-02T18:52:27Z,verified,4598,4598,All Remembrances
2022-06-07,2022-06-08T06:40:58Z,verified,4789,4789,All Remembrances
2022-06-07,2022-06-09T16:18:41Z,verified,8367,8367,All Remembrances
2022-06-08,2022-06-08T05:50:34Z,verified,4996,4996,All Remembrances
2022-06-09,2022-06-09T17:09:46Z,verified,4269,4269,All Remembrances
2022-06-14,2022-06-14T07:39:56Z,verified,6847,6847,All Remembrances
2022-06-22,2022-06-22T20:18:10Z,verified,4234,4234,All Remembrances
2022-06-22,2022-06-22T20:18:47Z,verified,4088,4088,All Remembrances
2022-06-24,2022-06-24T20:24:24Z,verified,4032,4032,All Remembrances
2022-06-24,2022-06-24T20:25:13Z,verified,3994,3994,All Remembrances
2022-07-02,2022-07-02T05:54:31Z,verified,5573,5573,All Remembrances
2022-07-04,2022-07-03T23:09:43Z,verified,4422,4422,All Remembrances
2022-07-04,2022-07-04T06:56:01Z,verified,4849,4849,All Remembrances
2022-07-06,2022-07-06T07:32:44Z,verified,6358,6358,All Remembrances
2022-07-09,2022-07-14T23:40:55Z,verified,5890,5890,All Remembrances
2022-07-11,2022-07-18T12:29:56Z,verified,3949,3949,All Remembrances
2022-07-15,2022-07-15T05:47:21Z,verified,4718,4718,All Remembrances
2022-07-19,2022-07-19T21:32:39Z,verified,3944,3944,All Remembrances
2022-07-20,2022-07-20T07:01:28Z,verified,4275,4275,All Remembrances
2022-07-31,2022-08-01T00:11:30Z,verified,4196,4196,All Remembrances
2022-08-04,2022-08-04T07:36:33Z,verified,4117,4117,All Remembrances
2022-08-06,2022-08-06T13:16:18Z,verified,4811,4811,All Remembrances
2022-08-06,2022-08-06T19:58:09Z,verified,3849,3849,All Remembrances
2022-08-08,2022-08-09T11:45:29Z,verified,3827,3827,All Remembrances
2022-08-11,2022-08-10T22:50:34Z,verified,3808,3808,All Remembrances
2022-08-12,2022-08-12T19:21:17Z,verified,3790,3790,All Remembrances
2022-08-18,2022-08-18T16:49:03Z,verified,4288,4288,All Remembrances
2022-08-19,2022-08-19T05:25:40Z,verified,4024,4024,All Remembrances
2022-08-19,2022-08-19T18:45:50Z,verified,3770,3770,All Remembrances
2022-08-22,2022-08-22T05:20:20Z,verified,3992,3992,All Remembrances
2022-08-22,2022-08-23T11:00:27Z,verified,3760,3760,All Remembrances
2022-09-02,2022-09-03T06:23:59Z,verified,3730,3730,All Remembrances
2022-09-03,2022-09-03T19:14:47Z,verified,3722,3722,All Remembrances
2022-09-09,2022-09-09T03:29:22Z,verified,9246,9246,All Remembrances
2022-09-13,2022-09-13T21:23:11Z,verified,4709,4709,All Remembrances
2022-09-16,2022-09-16T06:45:53Z,verified,8714,8714,All Remembrances
2022-09-19,2022-09-19T19:07:42Z,verified,3695,3695,All Remembrances
2022-09-21,2022-09-21T10:04:05Z,verified,4563,4563,All Remembrances
2022-09-21,2022-09-21T19:18:10Z,verified,3674,3674,All Remembrances
2022-09-22,2022-09-22T21:05:42Z,verified,3870,3870,All Remembrances
2022-09-26,2022-09-26T14:42:34Z,verified,4481,4481,All Remembrances
2022-09-29,2022-09-28T17:41:24Z,verified,4819,4819,All Remembrances
2022-12-26,2022-12-26T21:32:40Z,verified,4089,4089,All Remembrances
2022-12-30,2022-12-31T06:10:55Z,verified,4430,4430,All Remembrances
2023-10-01,2023-10-01T12:31:54Z,verified,4414,4414,All Remembrances
2022-11-12,2022-11-13T15:55:29Z,verified,7457,7457,All Remembrances Glitchless
2022-11-12,2022-11-13T18:55:04Z,verified,7238,7238,All Remembrances Glitchless
2022-11-14,2022-11-15T11:02:42Z,verified,7301,7301,All Remembrances Glitchless
2022-11-20,2022-11-20T11:10:08Z,verified,7234,7234,All Remembrances Glitchless
2022-11-22,2022-11-22T21:06:36Z,verified,8384,8384,All Remembrances Glitchless
2022-11-23,2022-11-23T02:37:36Z,verified,8228,8228,All Remembrances Glitchless
2022-11-24,2022-11-24T20:31:55Z,verified,8084,8084,All Remembrances Glitchless
2022-11-25,2022-11-26T13:34:58Z,verified,7179,7179,All Remembrances Glitchless
2022-12-02,2022-12-02T05:36:40Z,verified,7445,7445,All Remembrances Glitchless
2022-12-02,2022-12-02T21:18:16Z,verified,7130,7130,All Remembrances Glitchless
2022-12-05,2022-12-05T02:10:09Z,verified,7934,7934,All Remembrances Glitchless
2022-12-05,2022-12-05T21:46:13Z,verified,7120,7120,All Remembrances Glitchless
2022-12-11,2022-12-11T07:37:31Z,verified,7657,7657,All Remembrances Glitchless
2022-12-12,2022-12-12T21:57:15Z,verified,7048,7048,All Remembrances Glitchless
2022-12-13,2022-12-13T12:02:39Z,verified,7042,7042,All Remembrances Glitchless
2022-12-17,2022-12-17T18:01:30Z,verified,7606,7606,All Remembrances Glitchless
2022-12-18,2022-12-18T16:00:50Z,verified,9405,9405,All Remembrances Glitchless
2022-12-22,2022-12-22T11:17:25Z,verified,7031,7031,All Remembrances Glitchless
2022-12-28,2022-12-27T23:19:19Z,verified,7787,7787,All Remembrances Glitchless
2023-01-11,2023-01-11T15:38:45Z,verified,7651,7651,All Remembrances Glitchless
2023-01-16,2023-01-17T11:42:33Z,verified,6996,6996,All Remembrances Glitchless
2023-01-21,2023-01-21T21:24:31Z,verified,6997,6997,All Remembrances Glitchless
2023-01-26,2023-01-26T09:09:14Z,verified,7334,7334,All Remembrances Glitchless
2023-01-26,2023-01-26T11:06:18Z,verified,6938,6938,All Remembrances Glitchless
2023-01-29,2023-01-29T10:21:38Z,verified,7276,7276,All Remembrances Glitchless
2023-01-31,2023-01-31T11:46:58Z,verified,6806,6806,All Remembrances Glitchless
2023-02-04,2023-02-05T08:48:03Z,verified,6859,6859,All Remembrances Glitchless
2023-02-10,2023-02-10T19:00:49Z,verified,7104,7104,All Remembrances Glitchless
2023-02-11,2023-02-11T11:05:18Z,verified,7052,7052,All Remembrances Glitchless
2023-02-16,2023-02-16T12:12:38Z,verified,6726,6726,All Remembrances Glitchless
2023-02-18,2023-02-18T13:38:49Z,verified,6650,6650,All Remembrances Glitchless
2023-03-06,2023-03-06T16:48:50Z,verified,9098,9098,All Remembrances Glitchless
2023-03-06,2023-03-06T21:16:42Z,verified,6760,6760,All Remembrances Glitchless
2023-03-31,2023-03-31T19:41:24Z,verified,6714,6714,All Remembrances Glitchless
2023-05-30,2023-06-03T09:50:20Z,verified,7153,7153,All Remembrances Glitchless
2023-06-19,2023-06-19T19:52:27Z,verified,6648,6648,All Remembrances Glitchless
2023-07-07,2023-07-07T13:16:26Z,verified,10716,10716,All Remembrances Glitchless
2023-07-10,2023-07-13T05:32:52Z,verified,7422,7422,All Remembrances Glitchless
2023-08-03,2023-08-03T05:45:37Z,verified,7033,7033,All Remembrances Glitchless
2023-08-03,2023-08-03T15:53:57Z,verified,7092,7092,All Remembrances Glitchless
2023-08-07,2023-08-09T08:21:07Z,verified,6974,6974,All Remembrances Glitchless
2023-08-15,2023-08-17T08:17:31Z,verified,6942,6942,All Remembrances Glitchless
2023-08-17,2023-08-17T16:45:58Z,verified,8122,8122,All Remembrances Glitchless
2023-09-04,2023-09-04T18:21:42Z,verified,7781,7781,All Remembrances Glitchless
2023-09-25,2023-09-25T08:50:50Z,verified,6779,6779,All Remembrances Glitchless
2023-09-28,2023-09-25T15:49:42Z,verified,7309,7309,All Remembrances Glitchless
2023-10-22,2023-10-22T19:20:10Z,verified,6616,6616,All Remembrances Glitchless
2023-11-09,2023-11-19T10:48:24Z,verified,6603,6603,All Remembrances Glitchless
2023-11-18,2023-11-19T10:53:09Z,verified,6558,6558,All Remembrances Glitchless
2023-11-29,2023-11-30T01:50:23Z,verified,6543,6543,All Remembrances Glitchless
2023-12-06,2023-12-07T09:50:23Z,verified,7185,7185,All Remembrances Glitchless
2023-12-06,2023-12-08T04:31:15Z,verified,6542,6542,All Remembrances Glitchless
2023-12-12,2023-12-14T23:25:56Z,verified,6538,6538,All Remembrances Glitchless
2023-12-19,2023-12-19T15:39:32Z,verified,9256,9256,All Remembrances Glitchless
2023-12-23,2023-12-24T21:39:29Z,verified,6465,6465,All Remembrances Glitchless
2024-01-11,2024-01-11T00:32:09Z,verified,8332,8332,All Remembrances Glitchless
2024-01-15,2024-01-15T12:58:27Z,verified,6913,6913,All Remembrances Glitchless
2022-04-07,2022-04-07T06:23:07Z,verified,16900,16900,All Achievements
2022-04-12,2022-04-12T08:17:25Z,verified,15386,15386,All Achievements
2022-04-13,2022-04-13T21:16:07Z,verified,15333,15333,All Achievements
2022-04-14,2022-04-14T01:58:56Z,verified,14285,14285,All Achievements
2022-04-18,2022-04-18T14:08:44Z,verified,14695,14695,All Achievements
2022-04-28,2022-04-27T22:36:04Z,verified,13172,13172,All Achievements
2022-05-18,2022-05-18T14:14:56Z,verified,11686,11686,All Achievements
2022-05-20,2022-05-20T18:56:22Z,verified,12920,12920,All Achievements
2022-05-26,2022-05-26T13:51:36Z,verified,11579,11579,All Achievements
2022-06-09,2022-06-09T11:04:44Z,verified,11734,11734,All Achievements
2022-06-14,2022-06-13T23:21:06Z,verified,11202,11202,All Achievements
2022-06-27,2022-06-26T19:32:40Z,verified,10770,10770,All Achievements
2022-08-23,2022-08-23T04:53:21Z,verified,10712,10712,All Achievements
2022-09-21,2022-09-21T20:03:31Z,verified,10447,10447,All Achievements
2022-09-26,2022-09-25T23:35:39Z,verified,10140,10140,All Achievements
2022-12-18,2022-12-18T18:35:19Z,verified,9941,9941,All Achievements
2023-02-20,2023-02-20T02:27:55Z,verified,10186,10186,All Achievements
2023-02-25,2023-02-24T21:45:35Z,verified,9770,9770,All Achievements
2023-03-16,2023-03-16T21:48:54Z,verified,9636,9636,All Achievements
2023-04-08,2023-04-08T00:45:39Z,verified,9553,9553,All Achievements
