Date,Submitted,Verified,Primary_t,Realtime_t
2022-07-06,2022-07-06T23:38:25Z,verified,4057,4057
2022-07-06,2022-07-06T07:32:44Z,verified,6358,6358
2022-07-05,2022-07-05T05:44:27Z,verified,1349,1349
2022-07-05,2022-07-05T23:07:30Z,verified,4336,4336
2022-07-05,2022-07-05T04:49:03Z,verified,5646,5646
2022-07-05,2022-07-06T10:22:19Z,verified,3855,3855
2022-07-04,2022-07-04T15:54:50Z,verified,512,512
2022-07-04,2022-07-04T06:56:01Z,verified,4849,4849
2022-07-04,2022-07-03T23:09:43Z,verified,4422,4422
2022-07-04,2022-07-04T14:41:29Z,verified,3880,3880
2022-07-04,2022-07-03T23:09:43Z,verified,4422,4422
2022-07-03,2022-07-02T22:40:43Z,verified,4151,4151
2022-07-03,2022-07-03T21:15:37Z,verified,5230,5230
2022-07-03,2022-07-03T13:36:22Z,verified,1376,1376
2022-07-02,2022-07-02T20:56:01Z,verified,3908,3908
2022-07-02,2022-07-02T05:54:31Z,verified,5573,5573
2022-07-02,2022-07-02T11:16:42Z,verified,1586,1586
2022-07-02,2022-07-17T22:21:55Z,verified,2355,2355
2022-07-01,2022-07-02T00:24:02Z,verified,1631,1631
2022-07-01,2022-06-30T23:36:59Z,verified,4642,4642
2022-07-01,2022-06-30T23:36:59Z,verified,4642,4642
2022-06-30,2022-06-30T00:17:11Z,verified,2856,2856
2022-06-30,2022-06-30T06:23:45Z,verified,1453,1453
2022-06-30,2022-06-30T09:53:10Z,verified,4140,4140
2022-06-29,2022-06-30T12:05:38Z,verified,4064,4064
2022-06-28,2022-06-28T15:45:02Z,verified,5680,5680
2022-06-28,2022-06-28T22:31:13Z,verified,4938,4938
2022-06-28,2022-06-28T14:16:33Z,verified,3598779,3598779
2022-06-27,2022-06-26T19:32:40Z,verified,10770,10770
2022-06-26,2022-06-26T10:00:13Z,verified,3986,3986
2022-06-26,2022-06-26T18:39:43Z,verified,4293,4293
2022-06-26,2022-06-26T21:47:57Z,verified,2951,2951
2022-06-25,2022-06-25T00:28:01Z,verified,3979,3979
2022-06-25,2022-06-25T13:18:11Z,verified,2962,2962
2022-06-24,2022-06-23T15:53:12Z,verified,1339,1339
2022-06-24,2022-06-24T09:09:05Z,verified,1300,1300
2022-06-24,2022-06-24T17:06:20Z,verified,1296,1296
2022-06-24,2022-06-24T20:24:24Z,verified,4032,4032
2022-06-24,2022-06-24T20:25:13Z,verified,3994,3994
2022-06-23,2022-06-23T14:43:49Z,verified,4059,4059
2022-06-22,2022-06-22T20:18:10Z,verified,4234,4234
2022-06-22,2022-06-22T20:18:47Z,verified,4088,4088
2022-06-21,2022-06-20T15:01:16Z,verified,1351,1351
2022-06-21,2022-06-21T13:18:16Z,verified,4065,4065
2022-06-21,2022-06-21T15:05:27Z,verified,4626,4626
2022-06-21,2022-06-21T20:38:41Z,verified,4688,4688
2022-06-20,2022-06-21T06:33:04Z,verified,5919,5919
2022-06-19,2022-06-18T21:51:44Z,verified,4322,4322
2022-06-17,2022-06-17T11:05:53Z,verified,4128,4128
2022-06-17,2022-06-19T19:57:57Z,verified,5776,5776
2022-06-16,2022-06-15T16:06:05Z,verified,1388,1388
2022-06-16,2022-06-16T16:41:56Z,verified,1372,1372
2022-06-14,2022-06-13T15:25:00Z,verified,4170,4170
2022-06-14,2022-06-13T23:21:06Z,verified,11202,11202
2022-06-14,2022-06-14T07:39:56Z,verified,6847,6847
2022-06-13,2022-06-13T13:36:52Z,verified,1632,1632
2022-06-11,2022-06-11T15:42:17Z,verified,1395,1395
2022-06-09,2022-06-08T17:09:12Z,verified,1450,1450
2022-06-09,2022-06-09T11:04:44Z,verified,11734,11734
2022-06-09,2022-06-09T17:09:46Z,verified,4269,4269
2022-06-08,2022-06-08T05:50:34Z,verified,4996,4996
2022-06-08,2022-06-08T12:08:03Z,verified,4191,4191
2022-06-08,2022-06-09T05:23:23Z,verified,4491,4491
2022-06-07,2022-06-08T06:40:58Z,verified,4789,4789
2022-06-07,2022-06-09T16:18:41Z,verified,8367,8367
2022-06-04,2022-06-03T15:42:15Z,verified,1659,1659
2022-06-04,2022-06-06T15:29:08Z,verified,1827,1827
2022-06-03,2022-06-02T17:05:51Z,verified,4411,4411
2022-06-03,2022-06-02T18:52:27Z,verified,4598,4598
2022-06-01,2022-06-01T05:58:59Z,verified,10244,10244
2022-06-01,2022-06-01T06:21:58Z,verified,5083,5083
2022-06-01,2022-06-01T10:53:01Z,verified,4989,4989
2022-05-31,2022-06-01T02:44:54Z,verified,4707,4707
2022-05-30,2022-05-30T09:17:36Z,verified,2906,2906
2022-05-30,2022-05-30T11:10:59Z,verified,4621,4621
2022-05-29,2022-05-29T20:59:32Z,verified,3093,3093
2022-05-29,2022-05-30T09:15:28Z,verified,2915,2915
2022-05-28,2022-05-27T17:15:45Z,verified,5684,5684
2022-05-28,2022-05-27T17:30:56Z,verified,7224,7224
2022-05-28,2022-05-28T15:37:15Z,verified,7019,7019
2022-05-28,2022-05-28T16:02:44Z,verified,1977,1977
2022-05-27,2022-05-27T00:00:44Z,verified,1518,1518
2022-05-27,2022-05-27T06:31:02Z,verified,5759,5759
2022-05-27,2022-05-27T17:14:59Z,verified,1529,1529
2022-05-27,2022-05-27T17:45:25Z,verified,4640,4640
2022-05-27,2022-05-27T19:54:03Z,verified,1506,1506
2022-05-26,2022-05-26T13:51:36Z,verified,11579,11579
2022-05-25,2022-05-25T09:13:05Z,verified,5495,5495
2022-05-24,2022-05-24T05:08:29Z,verified,3263,3263
2022-05-24,2022-05-24T11:46:38Z,verified,4977,4977
2022-05-24,2022-05-24T11:46:38Z,verified,4977,4977
2022-05-24,2022-05-24T18:48:06Z,verified,3123,3123
2022-05-23,2022-05-22T15:10:37Z,verified,1518,1518
2022-05-23,2022-05-23T03:54:42Z,verified,5915,5915
2022-05-23,2022-05-24T10:30:20Z,verified,9118,9118
2022-05-22,2022-05-22T09:23:13Z,verified,6526,6526
2022-05-21,2022-05-21T05:34:31Z,verified,2971,2971
2022-05-21,2022-05-21T18:13:46Z,verified,1535,1535
2022-05-20,2022-05-20T13:39:54Z,verified,4621,4621
2022-05-20,2022-05-20T17:06:15Z,verified,4219,4219
2022-05-20,2022-05-20T17:49:06Z,verified,4521,4521
2022-05-20,2022-05-20T18:56:22Z,verified,12920,12920
2022-05-19,2022-05-18T16:47:02Z,verified,4135,4135
2022-05-19,2022-05-20T00:22:12Z,verified,1665,1665
2022-05-18,2022-05-17T22:42:50Z,verified,1521,1521
2022-05-18,2022-05-17T23:41:38Z,verified,1524,1524
2022-05-18,2022-05-18T08:18:46Z,verified,3101,3101
2022-05-18,2022-05-18T14:14:56Z,verified,11686,11686
2022-05-17,2022-05-17T05:18:10Z,verified,1526,1526
2022-05-17,2022-05-17T09:49:58Z,verified,8939,8939
2022-05-17,2022-05-17T07:29:57Z,verified,1536,1536
2022-05-17,2022-05-17T09:49:58Z,verified,8939,8939
2022-05-17,2022-05-17T10:58:50Z,verified,5482,5482
2022-05-17,2022-05-17T14:35:54Z,verified,4251,4251
2022-05-17,2022-05-17T15:20:06Z,verified,3189,3189
2022-05-17,2022-05-18T15:50:02Z,verified,4671,4671
2022-05-16,2022-05-16T02:02:17Z,verified,1538,1538
2022-05-16,2022-05-16T14:24:28Z,verified,4313,4313
2022-05-16,2022-05-16T16:38:03Z,verified,4651,4651
2022-05-16,2022-05-16T23:17:22Z,verified,3201,3201
2022-05-15,2022-05-14T16:16:15Z,verified,1542,1542
2022-05-15,2022-05-15T14:08:25Z,verified,4400,4400
2022-05-15,2022-05-16T00:29:36Z,verified,1687,1687
2022-05-15,2022-05-16T05:42:54Z,verified,1709,1709
2022-05-14,2022-05-13T18:35:10Z,verified,7898,7898
2022-05-14,2022-05-14T01:06:20Z,verified,4755,4755
2022-05-14,2022-05-14T05:44:00Z,verified,5415,5415
2022-05-14,2022-05-14T06:39:19Z,verified,1544,1544
2022-05-14,2022-05-14T06:59:59Z,verified,5148,5148
2022-05-14,2022-05-14T13:34:26Z,verified,4258,4258
2022-05-14,2022-05-14T17:39:00Z,verified,1572,1572
2022-05-14,2022-05-15T05:01:23Z,verified,5687,5687
2022-05-13,2022-05-13T03:21:11Z,verified,1734,1734
2022-05-13,2022-05-13T10:09:11Z,verified,4049,4049
2022-05-13,2022-05-13T14:19:14Z,verified,8012,8012
2022-05-12,2022-05-12T00:06:33Z,verified,1568,1568
2022-05-12,2022-05-12T00:28:23Z,verified,4787,4787
2022-05-12,2022-05-12T04:38:10Z,verified,6129,6129
2022-05-12,2022-05-12T19:03:26Z,verified,1591,1591
2022-05-12,2022-05-12T19:53:24Z,verified,4466,4466
2022-05-12,2022-05-13T02:26:21Z,verified,3766,3766
2022-05-11,2022-05-11T16:44:34Z,verified,4722,4722
2022-05-11,2022-05-12T02:58:27Z,verified,1668,1668
2022-05-11,2022-05-12T03:17:04Z,verified,1527,1527
2022-05-11,2022-05-12T15:36:03Z,verified,4489,4489
2022-05-10,2022-05-09T22:54:41Z,verified,1563,1563
2022-05-10,2022-05-10T03:29:05Z,verified,6016,6016
2022-05-10,2022-05-10T08:54:28Z,verified,1538,1538
2022-05-10,2022-05-10T17:23:43Z,verified,2906,2906
2022-05-10,2022-05-10T17:42:10Z,verified,1630,1630
2022-05-10,2022-05-11T00:53:45Z,verified,1882,1882
2022-05-10,2022-05-13T12:45:10Z,verified,9247,9247
2022-05-09,2022-05-08T20:23:32Z,verified,1541,1541
2022-05-09,2022-05-08T21:25:27Z,verified,8923,8923
2022-05-09,2022-05-09T00:13:15Z,verified,7070,7070
2022-05-09,2022-05-09T00:46:02Z,verified,1880,1880
2022-05-09,2022-05-09T04:11:08Z,verified,10295,10295
2022-05-09,2022-05-09T20:19:57Z,verified,1649,1649
2022-05-09,2022-05-10T01:56:32Z,verified,3448,3448
2022-05-09,2022-05-10T08:06:46Z,verified,4096,4096
2022-05-08,2022-05-07T19:25:58Z,verified,4547,4547
2022-05-08,2022-05-08T10:19:10Z,verified,8662,8662
2022-05-07,2022-05-07T09:11:01Z,verified,3402,3402
2022-05-07,2022-05-07T10:12:32Z,verified,1551,1551
2022-05-07,2022-05-07T14:32:59Z,verified,4768,4768
2022-05-07,2022-05-07T18:22:18Z,verified,1652,1652
2022-05-06,2022-05-07T01:17:15Z,verified,1959,1959
2022-05-05,2022-05-05T10:24:07Z,verified,4130,4130
2022-05-05,2022-05-05T17:00:32Z,verified,4888,4888
2022-05-05,2022-05-05T17:16:47Z,verified,4561,4561
2022-05-05,2022-05-05T17:00:32Z,verified,4888,4888
2022-05-05,2022-05-05T17:16:47Z,verified,4561,4561
2022-05-05,2022-05-05T21:27:25Z,verified,7022,7022
2022-05-05,2022-05-06T01:18:40Z,verified,2005,2005
2022-05-04,2022-05-03T15:35:37Z,verified,1585,1585
2022-05-04,2022-05-04T02:04:02Z,verified,4855,4855
2022-05-04,2022-05-04T13:13:07Z,verified,8025,8025
2022-05-04,2022-05-04T17:04:24Z,verified,1579,1579
2022-05-04,2022-05-04T17:37:22Z,verified,5111,5111
2022-05-04,2022-05-05T03:13:46Z,verified,8057,8057
2022-05-03,2022-05-03T10:11:54Z,verified,1786,1786
2022-05-03,2022-05-03T15:21:50Z,verified,4359,4359
2022-05-03,2022-05-04T02:22:11Z,verified,1546,1546
2022-05-02,2022-05-02T15:47:34Z,verified,1556,1556
2022-05-02,2022-05-02T19:46:55Z,verified,1761,1761
2022-05-02,2022-05-03T00:39:38Z,verified,2016,2016
2022-05-01,2022-05-01T11:07:34Z,verified,1578,1578
2022-05-01,2022-05-01T16:09:26Z,verified,1819,1819
2022-05-01,2022-05-02T01:11:13Z,verified,5388,5388
2022-05-01,2022-05-02T02:25:34Z,verified,2033,2033
2022-04-30,2022-04-30T10:56:59Z,verified,8526,8526
2022-04-30,2022-04-30T11:06:30Z,verified,1753,1753
2022-04-30,2022-04-30T18:44:49Z,verified,7690,7690
2022-04-30,2022-04-30T20:18:32Z,verified,4969,4969
2022-04-30,2022-04-30T20:56:19Z,verified,1794,1794
2022-04-30,2022-04-30T21:34:42Z,verified,4807,4807
2022-04-30,2022-05-02T00:17:43Z,verified,1549,1549
2022-04-30,2022-05-02T15:08:42Z,verified,4237,4237
2022-04-29,2022-04-29T10:37:17Z,verified,5696,5696
2022-04-29,2022-04-29T20:00:28Z,verified,4667,4667
2022-04-29,2022-04-29T20:00:28Z,verified,4667,4667
2022-04-29,2022-04-30T01:26:36Z,verified,2044,2044
2022-04-29,2022-04-30T02:23:19Z,verified,2039,2039
2022-04-28,2022-04-27T22:36:04Z,verified,13172,13172
2022-04-28,2022-04-28T12:25:09Z,verified,4919,4919
2022-04-28,2022-04-28T13:48:12Z,verified,1619,1619
2022-04-28,2022-04-29T01:00:38Z,verified,2076,2076
2022-04-27,2022-04-26T19:48:38Z,verified,2261,2261
2022-04-27,2022-04-27T09:11:36Z,verified,4373,4373
2022-04-26,2022-04-26T20:32:20Z,verified,4929,4929
2022-04-26,2022-04-26T03:50:08Z,verified,6280,6280
2022-04-26,2022-04-26T11:51:48Z,verified,1889,1889
2022-04-26,2022-04-26T20:32:20Z,verified,4929,4929
2022-04-26,2022-04-26T20:52:41Z,verified,8722,8722
2022-04-25,2022-04-24T23:28:01Z,verified,1680,1680
2022-04-25,2022-04-25T10:19:29Z,verified,1570,1570
2022-04-25,2022-04-25T22:00:54Z,verified,7153,7153
2022-04-25,2022-04-26T01:15:43Z,verified,2148,2148
2022-04-25,2022-04-26T09:06:45Z,verified,4478,4478
2022-04-24,2022-04-24T09:53:09Z,verified,1579,1579
2022-04-24,2022-04-24T09:53:09Z,verified,1579,1579
2022-04-24,2022-04-24T11:05:04Z,verified,4431,4431
2022-04-24,2022-04-24T15:19:00Z,verified,1548,1548
2022-04-24,2022-04-25T00:49:30Z,verified,2169,2169
2022-04-24,2022-04-25T05:18:56Z,verified,1798,1798
2022-04-23,2022-04-22T18:09:12Z,verified,5507,5507
2022-04-23,2022-04-22T23:52:55Z,verified,1901,1901
2022-04-23,2022-04-23T12:20:58Z,verified,1587,1587
2022-04-23,2022-04-23T16:53:55Z,verified,4964,4964
2022-04-23,2022-04-23T19:57:19Z,verified,2345,2345
2022-04-23,2022-04-24T18:19:04Z,verified,3554,3554
2022-04-22,2022-04-21T16:41:02Z,verified,6021,6021
2022-04-22,2022-04-21T20:43:27Z,verified,2399,2399
2022-04-22,2022-04-22T00:04:14Z,verified,1664,1664
2022-04-22,2022-04-22T10:14:45Z,verified,6401,6401
2022-04-22,2022-04-22T12:58:07Z,verified,1678,1678
2022-04-22,2022-04-22T22:18:45Z,verified,2091,2091
2022-04-22,2022-04-23T02:08:31Z,verified,1984,1984
2022-04-21,2022-04-21T02:11:17Z,verified,6556,6556
2022-04-21,2022-04-21T19:49:46Z,verified,358,358
2022-04-21,2022-04-21T19:49:46Z,verified,358,358
2022-04-21,2022-04-22T07:48:02Z,verified,4719,4719
2022-04-21,2022-04-25T09:50:34Z,verified,5506,5506
2022-04-20,2022-04-19T23:57:33Z,verified,5764,5764
2022-04-20,2022-04-20T05:42:58Z,verified,7638,7638
2022-04-20,2022-04-20T08:56:23Z,verified,8460,8460
2022-04-20,2022-04-20T17:33:42Z,verified,5307,5307
2022-04-20,2022-04-21T00:40:56Z,verified,2292,2292
2022-04-20,2022-04-21T02:45:02Z,verified,6322,6322
2022-04-19,2022-04-19T17:53:26Z,verified,1562,1562
2022-04-19,2022-04-19T05:01:14Z,verified,1642,1642
2022-04-19,2022-04-19T13:37:10Z,verified,6230,6230
2022-04-19,2022-04-19T13:51:12Z,verified,1761,1761
2022-04-19,2022-04-19T14:10:42Z,verified,5234,5234
2022-04-19,2022-04-19T17:53:26Z,verified,1562,1562
2022-04-19,2022-04-19T18:57:30Z,verified,1746,1746
2022-04-19,2022-04-19T19:34:48Z,verified,1548,1548
2022-04-19,2022-04-19T20:08:01Z,verified,5160,5160
2022-04-19,2022-04-19T21:43:14Z,verified,5486,5486
2022-04-19,2022-04-19T23:59:17Z,verified,4463,4463
2022-04-19,2022-04-19T21:43:14Z,verified,5486,5486
2022-04-19,2022-04-19T23:59:17Z,verified,4463,4463
2022-04-19,2022-04-20T04:16:58Z,verified,1587,1587
2022-04-18,2022-04-17T17:44:31Z,verified,6727,6727
2022-04-18,2022-04-18T10:07:58Z,verified,1595,1595
2022-04-18,2022-04-18T12:00:40Z,verified,1854,1854
2022-04-18,2022-04-18T12:14:58Z,verified,5453,5453
2022-04-18,2022-04-18T14:08:44Z,verified,14695,14695
2022-04-18,2022-04-18T20:01:30Z,verified,398,398
2022-04-18,2022-04-18T20:40:58Z,verified,5955,5955
2022-04-18,2022-04-18T23:00:00Z,verified,4547,4547
2022-04-18,2022-04-19T09:08:24Z,verified,4640,4640
2022-04-17,2022-04-17T08:56:03Z,verified,5512,5512
2022-04-17,2022-04-17T12:10:49Z,verified,1670,1670
2022-04-17,2022-04-17T15:47:05Z,verified,5249,5249
2022-04-16,2022-04-16T19:31:31Z,verified,1773,1773
2022-04-16,2022-04-16T21:54:30Z,verified,2302,2302
2022-04-16,2022-04-16T22:31:07Z,verified,5271,5271
2022-04-16,2022-04-16T23:18:12Z,verified,1788,1788
2022-04-16,2022-04-17T01:46:23Z,verified,2295,2295
2022-04-16,2022-04-16T22:31:07Z,verified,5271,5271
2022-04-16,2022-04-16T23:18:12Z,verified,1788,1788
2022-04-16,2022-04-17T01:46:23Z,verified,2295,2295
2022-04-16,2022-04-17T02:31:21Z,verified,6720,6720
2022-04-16,2022-04-17T15:59:26Z,verified,6017,6017
2022-04-16,2022-04-18T12:25:35Z,verified,9001,9001
2022-04-15,2022-04-15T01:52:33Z,verified,436,436
2022-04-15,2022-04-15T08:39:16Z,verified,1595,1595
2022-04-15,2022-04-15T08:48:45Z,verified,4478,4478
2022-04-15,2022-04-15T10:34:39Z,verified,6997,6997
2022-04-15,2022-04-16T06:27:29Z,verified,2078,2078
2022-04-14,2022-04-14T01:58:56Z,verified,14285,14285
2022-04-14,2022-04-14T10:59:30Z,verified,1938,1938
2022-04-14,2022-04-14T13:38:41Z,verified,1563,1563
2022-04-14,2022-04-14T20:23:29Z,verified,5787,5787
2022-04-14,2022-04-15T03:45:55Z,verified,1788,1788
2022-04-13,2022-04-13T15:27:41Z,verified,1676,1676
2022-04-13,2022-04-13T15:35:00Z,verified,1573,1573
2022-04-13,2022-04-13T21:58:49Z,verified,1594,1594
2022-04-13,2022-04-14T02:05:35Z,verified,6660,6660
2022-04-13,2022-04-13T10:01:20Z,verified,1664,1664
2022-04-13,2022-04-13T10:30:35Z,verified,4730,4730
2022-04-13,2022-04-13T15:27:41Z,verified,1676,1676
2022-04-13,2022-04-13T15:35:00Z,verified,1573,1573
2022-04-13,2022-04-13T18:29:17Z,verified,2030,2030
2022-04-13,2022-04-13T20:09:16Z,verified,6845,6845
2022-04-13,2022-04-13T21:04:07Z,verified,1757,1757
2022-04-13,2022-04-13T21:58:49Z,verified,1594,1594
2022-04-13,2022-04-14T02:05:35Z,verified,6660,6660
2022-04-13,2022-04-14T02:07:58Z,verified,1869,1869
2022-04-13,2022-04-14T02:07:58Z,verified,1869,1869
2022-04-13,2022-04-14T15:58:14Z,verified,5194,5194
2022-04-12,2022-04-11T21:00:46Z,verified,5518,5518
2022-04-12,2022-04-12T07:15:49Z,verified,7486,7486
2022-04-12,2022-04-12T07:35:01Z,verified,3444,3444
2022-04-12,2022-04-12T08:17:25Z,verified,15386,15386
2022-04-12,2022-04-12T10:27:12Z,verified,5010,5010
2022-04-12,2022-04-12T16:58:39Z,verified,1702,1702
2022-04-12,2022-04-12T17:19:26Z,verified,419,419
2022-04-11,2022-04-11T05:17:29Z,verified,536,536
2022-04-11,2022-04-11T02:28:37Z,verified,5786,5786
2022-04-11,2022-04-11T05:17:29Z,verified,536,536
2022-04-11,2022-04-11T13:37:13Z,verified,1955,1955
2022-04-11,2022-04-11T23:51:02Z,verified,2314,2314
2022-04-11,2022-04-13T19:56:18Z,verified,5536,5536
2022-04-10,2022-04-10T09:43:25Z,verified,1625,1625
2022-04-10,2022-04-10T10:06:32Z,verified,1998,1998
2022-04-10,2022-04-10T19:02:52Z,verified,4989,4989
2022-04-10,2022-04-10T19:12:04Z,verified,9045,9045
2022-04-10,2022-04-10T21:45:48Z,verified,1986,1986
2022-04-10,2022-04-10T19:02:52Z,verified,4989,4989
2022-04-10,2022-04-10T19:12:04Z,verified,9045,9045
2022-04-10,2022-04-10T20:23:59Z,verified,740,740
2022-04-10,2022-04-10T21:45:48Z,verified,1986,1986
2022-04-10,2022-04-11T00:04:53Z,verified,5252,5252
2022-04-10,2022-04-11T00:33:54Z,verified,7034,7034
2022-04-10,2022-04-11T09:45:15Z,verified,580,580
2022-04-10,2022-04-12T05:05:33Z,verified,5706,5706
2022-04-09,2022-04-09T08:33:35Z,verified,5934,5934
2022-04-09,2022-04-09T18:50:18Z,verified,1717,1717
2022-04-09,2022-04-09T10:25:05Z,verified,2391,2391
2022-04-09,2022-04-09T17:09:51Z,verified,2452,2452
2022-04-09,2022-04-09T18:50:18Z,verified,1717,1717
2022-04-09,2022-04-09T21:28:15Z,verified,6087,6087
2022-04-09,2022-04-09T21:46:28Z,verified,5379,5379
2022-04-09,2022-04-10T02:46:51Z,verified,2181,2181
2022-04-09,2022-04-10T06:48:06Z,verified,6656,6656
2022-04-09,2022-04-10T11:10:57Z,verified,6383,6383
2022-04-08,2022-04-07T20:57:09Z,verified,9108,9108
2022-04-08,2022-04-08T13:40:18Z,verified,7822,7822
2022-04-08,2022-04-08T02:05:37Z,verified,2113,2113
2022-04-08,2022-04-08T07:28:46Z,verified,2038,2038
2022-04-08,2022-04-08T13:40:18Z,verified,7822,7822
2022-04-08,2022-04-08T16:16:08Z,verified,5949,5949
2022-04-08,2022-04-08T16:18:11Z,verified,7322,7322
2022-04-08,2022-04-08T17:24:51Z,verified,1610,1610
2022-04-08,2022-04-08T20:39:43Z,verified,1662,1662
2022-04-08,2022-04-09T02:20:08Z,verified,5658,5658
2022-04-08,2022-04-09T16:57:55Z,verified,3617,3617
2022-04-07,2022-04-07T22:58:18Z,verified,855,855
2022-04-07,2022-04-07T06:23:07Z,verified,16900,16900
2022-04-07,2022-04-07T09:32:40Z,verified,1667,1667
2022-04-07,2022-04-07T10:49:00Z,verified,9451,9451
2022-04-07,2022-04-07T14:57:04Z,verified,1912,1912
2022-04-07,2022-04-07T20:18:13Z,verified,6667,6667
2022-04-07,2022-04-07T22:58:18Z,verified,855,855
2022-04-07,2022-04-08T00:23:30Z,verified,5958,5958
2022-04-07,2022-04-08T01:10:58Z,verified,1894,1894
2022-04-07,2022-04-08T01:41:03Z,verified,3580,3580
2022-04-07,2022-04-08T15:28:47Z,verified,1988,1988
2022-04-07,2022-04-08T20:47:23Z,verified,752,752
2022-04-06,2022-04-05T16:06:48Z,verified,1694,1694
2022-04-06,2022-04-06T07:06:31Z,verified,6508,6508
2022-04-06,2022-04-06T11:57:07Z,verified,5565,5565
2022-04-06,2022-04-06T12:44:43Z,verified,3508,3508
2022-04-06,2022-04-06T14:59:37Z,verified,1072,1072
2022-04-06,2022-04-06T15:25:23Z,verified,1719,1719
2022-04-06,2022-04-06T20:59:09Z,verified,1595,1595
2022-04-06,2022-04-07T02:16:24Z,verified,7192,7192
2022-04-06,2022-04-07T02:19:00Z,verified,1606,1606
2022-04-06,2022-04-07T02:16:24Z,verified,7192,7192
2022-04-06,2022-04-07T02:19:00Z,verified,1606,1606
2022-04-06,2022-04-07T12:52:55Z,verified,965,965
2022-04-05,2022-04-04T17:35:11Z,verified,1807,1807
2022-04-05,2022-04-05T00:05:55Z,verified,1651,1651
2022-04-05,2022-04-05T08:55:16Z,verified,8267,8267
2022-04-05,2022-04-05T18:55:12Z,verified,5822,5822
2022-04-05,2022-04-05T20:59:57Z,verified,5642,5642
2022-04-05,2022-04-05T22:05:04Z,verified,1632,1632
2022-04-05,2022-04-05T23:13:37Z,verified,1790,1790
2022-04-05,2022-04-05T23:13:37Z,verified,1790,1790
2022-04-05,2022-04-05T23:35:57Z,verified,2230,2230
2022-04-04,2022-04-03T18:15:29Z,verified,7443,7443
2022-04-04,2022-04-04T07:32:09Z,verified,5387,5387
2022-04-04,2022-04-04T11:53:56Z,verified,1620,1620
2022-04-04,2022-04-04T13:28:32Z,verified,1175,1175
2022-04-04,2022-04-04T13:45:01Z,verified,1620,1620
2022-04-04,2022-04-04T14:59:37Z,verified,3561,3561
2022-04-04,2022-04-04T18:51:39Z,verified,2099,2099
2022-04-04,2022-04-04T21:38:06Z,verified,1063,1063
2022-04-04,2022-04-04T21:38:06Z,verified,1063,1063
2022-04-04,2022-04-05T09:59:17Z,verified,6019,6019
2022-04-03,2022-04-02T23:41:50Z,verified,2158,2158
2022-04-03,2022-04-03T09:14:52Z,verified,6175,6175
2022-04-03,2022-04-03T09:36:59Z,verified,6689,6689
2022-04-03,2022-04-03T15:43:38Z,verified,5967,5967
2022-04-03,2022-04-03T20:07:25Z,verified,5967,5967
2022-04-03,2022-04-03T20:54:56Z,verified,1729,1729
2022-04-03,2022-04-04T00:45:56Z,verified,1655,1655
2022-04-03,2022-04-04T04:47:02Z,verified,2101,2101
2022-04-03,2022-04-04T21:03:43Z,verified,8144,8144
2022-04-02,2022-04-02T01:00:21Z,verified,1832,1832
2022-04-02,2022-04-02T02:49:45Z,verified,6015,6015
2022-04-02,2022-04-02T07:08:30Z,verified,1642,1642
2022-04-02,2022-04-02T11:26:01Z,verified,9288,9288
2022-04-02,2022-04-02T17:18:53Z,verified,1648,1648
2022-04-02,2022-04-02T18:32:52Z,verified,1938,1938
2022-04-02,2022-04-02T21:33:48Z,verified,5882,5882
2022-04-02,2022-04-03T03:16:01Z,verified,7956,7956
2022-04-02,2022-04-03T15:52:17Z,verified,2768,2768
2022-04-02,2022-04-03T03:16:01Z,verified,7956,7956
2022-04-02,2022-04-03T15:52:17Z,verified,2768,2768
2022-04-02,2022-04-04T11:30:23Z,verified,9488,9488
2022-04-01,2022-03-31T18:37:14Z,verified,6737,6737
2022-04-01,2022-04-01T18:43:01Z,verified,7383,7383
2022-04-01,2022-04-02T11:26:19Z,verified,9395,9395
2022-04-01,2022-04-02T20:41:25Z,verified,1827,1827
2022-03-31,2022-03-31T00:21:44Z,verified,6410,6410
2022-03-31,2022-03-31T10:21:47Z,verified,1683,1683
2022-03-31,2022-03-31T13:47:41Z,verified,8588,8588
2022-03-31,2022-03-31T13:47:41Z,verified,8588,8588
2022-03-31,2022-03-31T14:17:36Z,verified,10561,10561
2022-03-31,2022-03-31T17:26:43Z,verified,2359,2359
2022-03-31,2022-03-31T19:31:50Z,verified,1877,1877
2022-03-31,2022-03-31T21:53:41Z,verified,2199,2199
2022-03-31,2022-04-01T00:58:17Z,verified,2348,2348
2022-03-30,2022-03-30T01:56:39Z,verified,1828,1828
2022-03-30,2022-03-30T08:34:29Z,verified,1724,1724
2022-03-30,2022-03-30T19:32:35Z,verified,1776,1776
2022-03-30,2022-03-30T23:30:01Z,verified,2065,2065
2022-03-30,2022-03-30T11:45:57Z,verified,1581,1581
2022-03-30,2022-03-30T15:39:34Z,verified,1838,1838
2022-03-30,2022-03-30T19:32:35Z,verified,1776,1776
2022-03-30,2022-03-30T22:10:01Z,verified,1712,1712
2022-03-30,2022-03-30T23:04:58Z,verified,3545,3545
2022-03-30,2022-03-30T23:30:01Z,verified,2065,2065
2022-03-30,2022-03-31T00:13:55Z,verified,8919,8919
2022-03-30,2022-03-31T04:16:24Z,verified,1628,1628
2022-03-30,2022-03-31T10:57:43Z,verified,2453,2453
2022-03-30,2022-03-31T15:05:48Z,verified,2423,2423
2022-03-30,2022-03-31T23:57:29Z,verified,6888,6888
